一万八千	1.153.34.312
素未谋面	715624.112.401812.132521
素质教育	715.33122.1935.41542
素质教育	715624.331228.193580.415421
素车白马	715.77.381.50
素车白马	715624.77.381.50
索然寡味	1245.9013.46132.80112
索然寡味	124554.901349.461323.80112
索然无味	1245.9013.113.80112
索然无味	124554.901349.1135.80112
紧俏商品	2254.322411.6134.8080
紧俏商品	225454.322411.613480.808080
紧密团结	2254.466.25123.5519
紧密团结	225454.466520.251231.551980
紧密结合	2254.466.5519.94
紧密结合	225454.466520.551980.94
紧密联系	2254.466.724.356
紧密联系	225454.466520.724334.356234
紧密配合	2254.466.75.94
紧密配合	225454.466520.75515.94
紧张局势	2254.57.075.103543
紧张局势	225454.573154.07580.103543
紧张状况	2254.57.4121.41803
紧张状况	225454.573154.412134.418035
紧张状态	2254.57.4121.13446
紧张状态	225454.573154.412134.134465
紧急会议	2254.350.341.4043
紧急会议	225454.350165.341154.40434
紧急呼叫	2254.350.80343.8052
紧急呼叫	225454.350165.803432.8052
紧急措施	2254.350.1018.6031
紧急措施	225454.350165.101881.603155
紧急状态	2254.350.4121.13446
紧急状态	225454.350165.412134.134465
紧急通知	2254.350.542.9480
紧急通知	225454.350165.542514.9480
紧紧巴巴	2254.2254.5215.5215
紧紧巴巴	225454.225454.5215.5215
紧紧抓住	2254.2254.10332.324
紧紧抓住	225454.225454.103324.32411
紧紧抱着	2254.2254.103555.43
紧紧抱着	225454.225454.103555.4382
紧要关头	2254.7.4334.4413
紧要关头	225454.7459.4334.44134
紧追不舍	2254.3251.1324.341120
紧追不舍	225454.325154.1324.341120
紧锣密鼓	2254.9184.466.791
紧锣密鼓	225454.918490.466520.791254
紫外光谱	21355.902.24.404321
紫外光谱	213554.9024.2435.404321
紫微斗数	21355.3320.4412.685
紫微斗数	213554.332010.4412.685990
紫气东来	21355.97.152.168
紫气东来	213554.97.15234.168
累卵之危	8356.3543.454.3555
累卵之危	835624.354354.454.3555
累得半死	8356.338.432.1335
累得半死	835624.338114.432.1335
累得要命	8356.338.7.3418
累得要命	835624.338114.7459.341802
累得要死	8356.338.7.1335
累得要死	835624.338114.7459.1335
累教不改	8356.1935.1324.5159
累教不改	835624.193580.1324.51590
累死累活	8356.1335.8356.449
累死累活	835624.1335.835624.4492
累牍连篇	8356.321254.774.376
累牍连篇	835624.321254.77454.376727
累累硕果	8356.8356.1413.8112
累累硕果	835624.835624.141328.8112
絮絮叨叨	59805.59805.8053.8053
絮絮叨叨	598054.598054.8053.8053
繁体中文	310.32121.802.66
繁体中文	310694.32121.802.66
繁文缛节	310.66.551314.1752
繁文缛节	310694.66.551314.1752
繁殖系数	310.13122.356.685
繁殖系数	310694.131227.356234.685990
繁琐哲学	310.1124.103380.64
繁琐哲学	310694.112428.103380.6458
繁简共容	310.3742.1834.4694
繁简共容	310694.374281.1834.4694
繁花似锦	310.17.32543.9138
繁花似锦	310694.173235.325434.913815
繁荣兴旺	310.1745.6434.8111
繁荣兴旺	310694.174512.6434.8111
繁荣富强	310.1745.4618.578
繁荣富强	310694.174512.461803.578026
繁荣市场	310.1745.4125.1953
繁荣市场	310694.174512.4125.19533
繁荣昌盛	310.1745.8181.13553
繁荣昌盛	310694.174512.8181.135534
繁荣经济	310.1745.55.44663
繁荣经济	310694.174512.555411.446632
纠缠不清	5552.5547.1324.4471
纠缠不清	5552.554781.1324.447121
纡尊降贵	55112.4375.529.8021
纡尊降贵	55112.437514.529012.802128
红光满面	551.24.4417.13252
红光满面	55121.2435.441714.132521
红刀子出	551.53.58.02
红刀子出	55121.53.58.02
红十字会	551.12.4658.341
红十字会	55121.12.4658.341154
红头文件	551.4413.66.3231
红头文件	55121.44134.66.3231
红得发紫	551.338.535.21355
红得发紫	55121.338114.53544.213554
红情绿意	551.497.550.618
红情绿意	55121.497121.550124.618165
红旗竞赛	551.60317.61803.4678
红旗竞赛	55121.603170.618035.467828
红日三竿	551.81.111.37112
红日三竿	55121.81.111.37112
红杏出墙	551.1280.02.1912
红杏出墙	55121.1280.02.191241
红极一时	551.12354.1.811
红极一时	55121.12354.1.81124
红烧肚裆	551.6915.3619.63240
红烧肚裆	55121.691535.3619.632401
红烧茄子	551.6915.17538.58
红烧茄子	55121.691535.175380.58
红男绿女	551.835.550.59
红男绿女	55121.8353.550124.59
红白喜事	551.381.7980.180
红白喜事	55121.381.7980.180012
红红火火	551.551.69.69
红红火火	55121.55121.69.69
红衰翠减	551.41251.044.4113
红衰翠减	55121.412514.044132.411314
红袖添香	551.6383.44113.9281
红袖添香	55121.6383.441134.9281
红装素裹	551.412.715.4181
红装素裹	55121.412194.715624.418114
红颜知己	551.6133.9480.515
红颜知己	55121.613338.9480.515
红颜薄命	551.6133.17441.3418
红颜薄命	55121.613338.174414.341802
纤尘不染	5531.23419.1324.44351
纤尘不染	55312.23419.1324.443512
纤悉无遗	5531.3686.113.80212
纤悉无遗	55312.36865.1135.802124
纤维组织	5531.5532.552.55803
纤维组织	55312.553241.5527.558034
约定俗成	5535.467.329.135
约定俗成	55354.4676.3294.135534
约法三章	5535.44.111.61811
约法三章	55354.441954.111.618112
纨绔子弟	55354.551345.58.435
纨绔子弟	55354.551345.58.435723
纪委书记	555.9259.5524.405
纪委书记	55515.9259.5524.40515
纪律严明	555.330.1223.8136
纪律严明	55515.3301.1223.8136
纪律处分	555.330.9024.345
纪律处分	55515.3301.9024.3453
纪律检查	555.330.12341.12811
纪律检查	55515.3301.123414.12811
纪念活动	555.34456.449.11545
纪念活动	55515.344565.4492.115453
纪念邮票	555.34456.8352.741
纪念邮票	55515.344565.8352.741124
纯属偶然	55152.073.3281.9013
纯属偶然	551525.073804.328124.901349
纯属骗局	55152.073.506.075
纯属骗局	551525.073804.506727.07580
纰漏百出	551535.4407.1381.02
纰漏百出	551535.440716.1381.02
纲举目张	55253.643.82.57
纲举目张	552534.643412.82.573154
纲纪废弛	55253.555.475.5752
纲纪废弛	552534.55515.475354.57525
纳兰性德	5525.43.49.3312
纳兰性德	552534.43.49371.331285
纳拉姆辛	5525.1061.5906.6112
纳拉姆辛	552534.1061.5906.6112
纳斯达克	5525.7033.13445.12803
纳斯达克	552534.7033.134454.128035
纳米技术	5525.68.10125.124
纳米技术	552534.68.101254.124
纳米比亚	5525.68.1535.122
纳米比亚	552534.68.1535.122
纳粹主义	5525.6841.411.434
纳粹主义	552534.684132.411.434
纵横交错	55343.1218.6634.9118
纵横交错	553434.121884.6634.911881
纵横天下	55343.1218.1134.124
纵横天下	553434.121884.1134.124
纵横捭阖	55343.1218.103812.42195
纵横捭阖	553434.121884.103812.421954
纵横驰骋	55343.1218.505.5083
纵横驰骋	553434.121884.50525.508315
纵虎归山	55343.873.230.20
纵虎归山	553434.8735.2301.20
纶巾羽扇	553435.25.04.670
纶巾羽扇	553435.25.04.6704
纷乱如麻	5534.925.598.47121
纷乱如麻	553453.925.5980.471212
纷繁复杂	5534.310.3181.3512
纷繁复杂	553453.310694.318190.3512
纷纭复杂	5534.551154.3181.3512
纷纭复杂	553453.551154.318190.3512
纷纷扬扬	5534.5534.10533.10533
纷纷扬扬	553453.553453.10533.10533
纷纷扰扰	5534.5534.10135.10135
纷纷扰扰	553453.553453.101354.101354
纷纷攘攘	5534.5534.104184.104184
纷纷攘攘	553453.553453.104184.104184
纷至沓来	5534.15419.25348.168
纷至沓来	553453.15419.253481.168
纷论络绎	5534.40343.55908.55541
纷论络绎	553453.403435.559080.555412
纸上谈兵	553.21.406.9834
纸上谈兵	553515.21.406969.9834
纸醉金迷	553.754.91.6845
纸醉金迷	553515.754132.91.68454
纹丝不动	5566.55551.1324.11545
纹丝不动	5566.55551.1324.115453
纺织印染	5560.55803.3515.44351
纺织印染	5560.558034.35152.443512
纺织工业	5560.55803.121.22
纺织工业	5560.558034.121.22
纺织机械	5560.55803.1235.121134
纺织机械	5560.558034.1235.121134
纺织系统	5560.55803.356.5541
纺织系统	5560.558034.356234.554155
线性代数	5511.49.32154.685
线性代数	551154.49371.32154.685990
线性电路	5511.49.815.299
线性电路	551154.49371.815.299080
线胀系数	5511.36315.356.685
线胀系数	551154.363154.356234.685990
组合起来	552.94.765.168
组合起来	5527.94.76515.168
组合音响	552.94.6181.8032
组合音响	5527.94.6181.803250
组态软件	552.13446.7735.3231
组态软件	5527.134465.773534.3231
组成部分	552.135.6180.345
组成部分	5527.135534.618052.3453
组织关系	552.55803.4334.356
组织关系	5527.558034.4334.356234
组织化学	552.55803.3235.64
组织化学	5527.558034.3235.6458
组织原则	552.55803.133.282
组织原则	5527.558034.133814.2822
组织器官	552.55803.80801.462
组织器官	5527.558034.808010.462511
组织工作	552.55803.121.32312
组织工作	5527.558034.121.323121
组织建设	552.55803.015.40355
组织建设	5527.558034.0154.403554
组织形式	552.55803.783.11215
组织形式	5527.558034.78333.112154
组织机构	552.55803.1235.12355
组织机构	5527.558034.1235.123554
组织架构	552.55803.53801.12355
组织架构	5527.558034.538012.123554
组织活动	552.55803.449.11545
组织活动	5527.558034.4492.115453
组织生活	552.55803.371.449
组织生活	5527.558034.371.4492
组织纪律	552.55803.555.330
组织纪律	5527.558034.55515.3301
组织群众	552.55803.0138.34343
组织群众	5527.558034.013802.343434
组织观念	552.55803.5425.34456
组织观念	5527.558034.542535.344565
组织路线	552.55803.299.5511
组织路线	5527.558034.299080.551154
组织部长	552.55803.6180.3154
组织部长	5527.558034.618052.3154
组织部门	552.55803.6180.42
组织部门	5527.558034.618052.42
组织领导	552.55803.344.51512
组织领导	5527.558034.344548.515124
组装电脑	552.412.815.3641
组装电脑	5527.412194.815.364132
细嚼慢咽	558.8039.498.802511
细嚼慢咽	5583.803984.498184.802511
细大不捐	558.134.1324.10802
细大不捐	5583.134.1324.108021
细如毛发	558.598.97.535
细如毛发	5583.5980.97.53544
细微末节	558.3320.112.1752
细微末节	5583.332010.112.1752
细枝末节	558.12125.112.1752
细枝末节	5583.121254.112.1752
细水长流	558.253.3154.444
细水长流	5583.2534.3154.444155
细皮嫩肉	558.532.5918.253434
细皮嫩肉	5583.53254.591800.253434
细胞分裂	558.363555.345.13224
细胞分裂	5583.363555.3453.132244
细胞色素	558.363555.3552.715
细胞色素	5583.363555.355215.715624
细腻白皙	558.36111.381.123331
细腻白皙	5583.361114.381.123331
细致入微	558.1541.34.3320
细致入微	5583.154190.34.332010
细菌武器	558.1725.1121.80801
细菌武器	5583.172591.112154.808010
细针密缕	558.9112.466.5568
细针密缕	5583.9112.466520.556859
细雨和风	558.16.9.353
细雨和风	5583.16.9280.3534
终其一生	5590.70.1.371
终其一生	559044.70.1.371
终南捷径	5590.1225.1010.33541
终南捷径	559044.122542.101014.335411
终天之恨	5590.1134.454.490
终天之恨	559044.1134.454.4903
终成泡影	5590.135.4435.8141
终成泡影	559044.135534.443555.814123
终成眷属	5590.135.4382.073
终成眷属	559044.135534.4382.073804
终日沉迷	5590.81.44453.6845
终日沉迷	559044.81.444535.68454
终有一别	5590.13.1.8053
终有一别	559044.132511.1.805322
终生事业	5590.371.180.22
终生事业	559044.371.180012.22
终端设备	5590.6120.40355.9083
终端设备	559044.612012.403554.9083
终身受益	5590.99.394.43348
终身受益	559044.99.394554.433484
终身大事	5590.99.134.180
终身大事	559044.99.134.180012
绊脚之石	5543.361.454.14
绊脚之石	55432.361952.454.14
绍兴旅游	5553.6434.603.446
绍兴旅游	555380.6434.603134.446038
经久不息	55.354.1324.38265
经久不息	555411.354.1324.38265
经久不衰	55.354.1324.41251
经久不衰	555411.354.1324.412514
经久耐用	55.354.132524.351
经久耐用	555411.354.132524.35112
经人介绍	55.34.3432.5553
经人介绍	555411.34.3432.555380
经典之作	55.2517.454.32312
经典之作	555411.251714.454.323121
经典著作	55.2517.1719.32312
经典著作	555411.251714.171931.323121
经史子集	55.8034.58.3247
经史子集	555411.8034.58.324712
经天纬地	55.1134.55115.195
经天纬地	555411.1134.551152.19525
经常出现	55.242.02.1125
经常出现	555411.2425.02.112535
经常练习	55.242.5515.541
经常练习	555411.2425.551554.541
经年累月	55.311.8356.36
经年累月	555411.311212.835624.36
经文纬武	55.66.55115.1121
经文纬武	555411.66.551152.112154
经明行修	55.8136.3311.322
经明行修	555411.8136.33112.322903
经治医师	55.445.194.231
经治医师	555411.445480.1945.23125
经济中心	55.44663.802.65
经济中心	555411.446632.802.65
经济交往	55.44663.6634.3341
经济交往	555411.446632.6634.33411
经济价值	55.44663.3234.32122
经济价值	555411.446632.323432.321227
经济体制	55.44663.32121.3112
经济体制	555411.446632.32121.311252
经济作物	55.44663.32312.313
经济作物	555411.446632.323121.313533
经济信息	55.44663.3240.38265
经济信息	555411.446632.3240.38265
经济关系	55.44663.4334.356
经济关系	555411.446632.4334.356234
经济利益	55.44663.922.43348
经济利益	555411.446632.9222.433484
经济制度	55.44663.3112.4718
经济制度	555411.446632.311252.471854
经济制裁	55.44663.3112.1941
经济制裁	555411.446632.311252.194134
经济力量	55.44663.53.81181
经济力量	555411.446632.53.811811
经济协作	55.44663.12534.32312
经济协作	555411.446632.125344.323121
经济危机	55.44663.3555.1235
经济危机	555411.446632.3555.1235
经济发展	55.44663.535.0718
经济发展	555411.446632.53544.071854
经济合作	55.44663.94.32312
经济合作	555411.446632.94.323121
经济合同	55.44663.94.25
经济合同	555411.446632.94.25180
经济命脉	55.44663.3418.3645
经济命脉	555411.446632.341802.364554
经济基础	55.44663.701.1402
经济基础	555411.446632.7019.1402
经济学家	55.44663.64.46
经济学家	555411.446632.6458.4613
经济实体	55.44663.464.32121
经济实体	555411.446632.464414.32121
经济实力	55.44663.464.53
经济实力	555411.446632.464414.53
经济封锁	55.44663.1919.9124
经济封锁	555411.446632.191914.912428
经济工作	55.44663.121.32312
经济工作	555411.446632.121.323121
经济布局	55.44663.1325.075
经济布局	555411.446632.1325.07580
经济建设	55.44663.015.40355
经济建设	555411.446632.0154.403554
经济开发	55.44663.78.535
经济开发	555411.446632.78.53544
经济开放	55.44663.78.609
经济开放	555411.446632.78.6090
经济形势	55.44663.783.103543
经济形势	555411.446632.78333.103543
经济形式	55.44663.783.11215
经济形式	555411.446632.78333.112154
经济往来	55.44663.3341.168
经济往来	555411.446632.33411.168
经济成分	55.44663.135.345
经济成分	555411.446632.135534.3453
经济战线	55.44663.2180.5511
经济战线	555411.446632.218014.551154
经济手段	55.44663.97.98
经济手段	555411.446632.97.98
经济技术	55.44663.10125.124
经济技术	555411.446632.101254.124
经济担保	55.44663.10811.3280
经济担保	555411.446632.10811.328012
经济指标	55.44663.1035.1211
经济指标	555411.446632.103581.121124
经济损失	55.44663.108028.3113
经济损失	555411.446632.108028.31134
经济援助	55.44663.10391.2753
经济援助	555411.446632.103914.2753
经济改革	55.44663.5159.18
经济改革	555411.446632.51590.18
经济政策	55.44663.1219.37125
经济政策	555411.446632.12190.371254
经济效果	55.44663.663.8112
经济效果	555411.446632.663490.8112
经济效益	55.44663.663.43348
经济效益	555411.446632.663490.433484
经济机制	55.44663.1235.3112
经济机制	555411.446632.1235.311252
经济杠杆	55.44663.12121.12112
经济杠杆	555411.446632.12121.12112
经济核算	55.44663.12415.378
经济核算	555411.446632.124154.378212
经济活动	55.44663.449.11545
经济活动	555411.446632.4492.115453
经济渗透	55.44663.44541.92534
经济渗透	555411.446632.445413.925344
经济特区	55.44663.3119.1345
经济特区	555411.446632.311914.1345
经济犯罪	55.44663.3855.842
经济犯罪	555411.446632.3855.8423
经济状况	55.44663.4121.41803
经济状况	555411.446632.412134.418035
经济独立	55.44663.3826.61
经济独立	555411.446632.3826.61
经济环境	55.44663.1113.196
经济环境	555411.446632.111324.196185
经济理论	55.44663.118.40343
经济理论	555411.446632.118121.403435
经济生活	55.44663.371.449
经济生活	555411.446632.371.4492
经济研究	55.44663.147.4635
经济研究	555411.446632.1478.4635
经济科学	55.44663.924.64
经济科学	555411.446632.924412.6458
经济竞争	55.44663.61803.3501
经济竞争	555411.446632.618035.35012
经济管理	55.44663.374.118
经济管理	555411.446632.374621.118121
经济纠纷	55.44663.5552.5534
经济纠纷	555411.446632.5552.553453
经济组织	55.44663.552.55803
经济组织	555411.446632.5527.558034
经济结构	55.44663.5519.12355
经济结构	555411.446632.551980.123554
经济联合	55.44663.724.94
经济联合	555411.446632.724334.94
经济联系	55.44663.724.356
经济联系	555411.446632.724334.356234
经济腾飞	55.44663.36435.534
经济腾飞	555411.446632.364350.534
经济落后	55.44663.1744.331
经济落后	555411.446632.174490.33180
经济衰退	55.44663.41251.034
经济衰退	555411.446632.412514.03454
经济规律	55.44663.11342.330
经济规律	555411.446632.113425.3301
经济计划	55.44663.4012.1534
